selector,protocol,class,package
"methodSelection","selecting","MCSnapshotBrowser","MonticelloGUI"
"methodListMenu:","menus","MCSnapshotBrowser","MonticelloGUI"
"methodsForSelectedClass","accessing","MCSnapshotBrowser","MonticelloGUI"
"switchIsClass","switch","MCSnapshotBrowser","MonticelloGUI"
"selectedMessageCategoryName","accessing","MCSnapshotBrowser","MonticelloGUI"
"buttonSpecs","morphic ui","MCSnapshotBrowser","MonticelloGUI"
"selectedClassOrMetaClass","accessing","MCSnapshotBrowser","MonticelloGUI"
"switchIsComment","switch","MCSnapshotBrowser","MonticelloGUI"
"protocolSelection","selecting","MCSnapshotBrowser","MonticelloGUI"
"categoryList","listing","MCSnapshotBrowser","MonticelloGUI"
"loadMethodSelection","menus","MCSnapshotBrowser","MonticelloGUI"
"classList","listing","MCSnapshotBrowser","MonticelloGUI"
"visibleProtocols","listing","MCSnapshotBrowser","MonticelloGUI"
"hasExtensions","accessing","MCSnapshotBrowser","MonticelloGUI"
"methodsForSelectedClassCategory","accessing","MCSnapshotBrowser","MonticelloGUI"
"protocolList","listing","MCSnapshotBrowser","MonticelloGUI"
"switchBeComment","switch","MCSnapshotBrowser","MonticelloGUI"
"text:","text","MCSnapshotBrowser","MonticelloGUI"
"loadProtocolSelection","menus","MCSnapshotBrowser","MonticelloGUI"
"selectedMessageName","accessing","MCSnapshotBrowser","MonticelloGUI"
"categorySelection","selecting","MCSnapshotBrowser","MonticelloGUI"
"visibleClasses","listing","MCSnapshotBrowser","MonticelloGUI"
"classListMenu:","menus","MCSnapshotBrowser","MonticelloGUI"
"extensionClassNames","accessing","MCSnapshotBrowser","MonticelloGUI"
"extensionsCategory","accessing","MCSnapshotBrowser","MonticelloGUI"
"categoryListMenu:","menus","MCSnapshotBrowser","MonticelloGUI"
"switchIsInstance","switch","MCSnapshotBrowser","MonticelloGUI"
"visibleCategories","listing","MCSnapshotBrowser","MonticelloGUI"
"metaclassDefinitionString","text","MCSnapshotBrowser","MonticelloGUI"
"categorySelection:","selecting","MCSnapshotBrowser","MonticelloGUI"
"defaultExtent","morphic ui","MCSnapshotBrowser","MonticelloGUI"
"packageClassNames","accessing","MCSnapshotBrowser","MonticelloGUI"
"classCommentString","text","MCSnapshotBrowser","MonticelloGUI"
"protocolListMenu:","menus","MCSnapshotBrowser","MonticelloGUI"
"text","text","MCSnapshotBrowser","MonticelloGUI"
"inspectSelection","menus","MCSnapshotBrowser","MonticelloGUI"
"protocolSelection:","selecting","MCSnapshotBrowser","MonticelloGUI"
"widgetSpecs","morphic ui","MCSnapshotBrowser","MonticelloGUI"
"packageOrganizations","listing","MCSnapshotBrowser","MonticelloGUI"
"signalSwitchChanged","switch","MCSnapshotBrowser","MonticelloGUI"
"methodsForSelectedProtocol","accessing","MCSnapshotBrowser","MonticelloGUI"
"selectedClass","accessing","MCSnapshotBrowser","MonticelloGUI"
"switchBeInstance","switch","MCSnapshotBrowser","MonticelloGUI"
"methodSelection:","selecting","MCSnapshotBrowser","MonticelloGUI"
"switchBeClass","switch","MCSnapshotBrowser","MonticelloGUI"
"methodList","listing","MCSnapshotBrowser","MonticelloGUI"
"loadClassSelection","menus","MCSnapshotBrowser","MonticelloGUI"
"visibleMethods","listing","MCSnapshotBrowser","MonticelloGUI"
"classSelection:","selecting","MCSnapshotBrowser","MonticelloGUI"
"annotations","text","MCSnapshotBrowser","MonticelloGUI"
"defaultLabel","morphic ui","MCSnapshotBrowser","MonticelloGUI"
"snapshot:","accessing","MCSnapshotBrowser","MonticelloGUI"
"scriptDefinitionString","text","MCSnapshotBrowser","MonticelloGUI"
"allClassNames","accessing","MCSnapshotBrowser","MonticelloGUI"
"annotations:","text","MCSnapshotBrowser","MonticelloGUI"
"classDefinitionString","text","MCSnapshotBrowser","MonticelloGUI"
"testNoSelection","testing","MCSnapshotBrowserTest","Tests-Monticello"
"allCategories","private","MCSnapshotBrowserTest","Tests-Monticello"
"falsehoodMethodSource","private","MCSnapshotBrowserTest","Tests-Monticello"
"morphsOfClass:","morphic","MCSnapshotBrowserTest","Tests-Monticello"
"testClassSelected","testing","MCSnapshotBrowserTest","Tests-Monticello"
"findButtonWithLabel:","morphic","MCSnapshotBrowserTest","Tests-Monticello"
"testThreeButtons","testing","MCSnapshotBrowserTest","Tests-Monticello"
"classAComment","private","MCSnapshotBrowserTest","Tests-Monticello"
"assertAListMatches:","asserting","MCSnapshotBrowserTest","Tests-Monticello"
"assertTextIs:","asserting","MCSnapshotBrowserTest","Tests-Monticello"
"classAProtocols","private","MCSnapshotBrowserTest","Tests-Monticello"
"classAclassDefinitionString","private","MCSnapshotBrowserTest","Tests-Monticello"
"testMethodSelected","testing","MCSnapshotBrowserTest","Tests-Monticello"
"denyButtonOn:","asserting","MCSnapshotBrowserTest","Tests-Monticello"
"denyAListIncludesAnyOf:","asserting","MCSnapshotBrowserTest","Tests-Monticello"
"allProtocols","private","MCSnapshotBrowserTest","Tests-Monticello"
"testClassSideClassSelected","testing","MCSnapshotBrowserTest","Tests-Monticello"
"denyAListHasSelection:","asserting","MCSnapshotBrowserTest","Tests-Monticello"
"assertAListIncludes:","asserting","MCSnapshotBrowserTest","Tests-Monticello"
"buttonMorphs","morphic","MCSnapshotBrowserTest","Tests-Monticello"
"assertButtonOn:","asserting","MCSnapshotBrowserTest","Tests-Monticello"
"annotationTextMorph","morphic","MCSnapshotBrowserTest","Tests-Monticello"
"clickOnListItem:","simulating","MCSnapshotBrowserTest","Tests-Monticello"
"testProtocolIsCleared","testing","MCSnapshotBrowserTest","Tests-Monticello"
"classABooleanMethods","private","MCSnapshotBrowserTest","Tests-Monticello"
"definedClasses","private","MCSnapshotBrowserTest","Tests-Monticello"
"assertButtonExists:","asserting","MCSnapshotBrowserTest","Tests-Monticello"
"setUp","running","MCSnapshotBrowserTest","Tests-Monticello"
"classADefinitionString","private","MCSnapshotBrowserTest","Tests-Monticello"
"clickOnButton:","simulating","MCSnapshotBrowserTest","Tests-Monticello"
"testCategorySelected","testing","MCSnapshotBrowserTest","Tests-Monticello"
"testComment","testing","MCSnapshotBrowserTest","Tests-Monticello"
"testFourColumns","testing","MCSnapshotBrowserTest","Tests-Monticello"
"listMorphs","morphic","MCSnapshotBrowserTest","Tests-Monticello"
"selectMockClassA","selecting","MCSnapshotBrowserTest","Tests-Monticello"
"classAClassProtocols","private","MCSnapshotBrowserTest","Tests-Monticello"
"textMorph","morphic","MCSnapshotBrowserTest","Tests-Monticello"
"testButtonMutex","testing","MCSnapshotBrowserTest","Tests-Monticello"
"testMethodIsCleared","testing","MCSnapshotBrowserTest","Tests-Monticello"
"protocolsForClass:","private","MCSnapshotBrowserTest","Tests-Monticello"
"testTextPane","testing","MCSnapshotBrowserTest","Tests-Monticello"
"testAnnotationPane","testing","MCSnapshotBrowserTest","Tests-Monticello"
"testProtocolSelected","testing","MCSnapshotBrowserTest","Tests-Monticello"
"allMethods","private","MCSnapshotBrowserTest","Tests-Monticello"
"findListContaining:","morphic","MCSnapshotBrowserTest","Tests-Monticello"
"snapshot","as yet unclassified","MCSnapshotReader","Monticello-Storing"
"definitions","as yet unclassified","MCSnapshotReader","Monticello-Storing"
"snapshot","accessing","MCSnapshotResource","Tests-Monticello"
"definitions","accessing","MCSnapshotResource","Tests-Monticello"
"setUp","running","MCSnapshotResource","Tests-Monticello"
"mockClassExtension","*MonticelloMocks","MCSnapshotTest","Tests-Monticello"
"testInstanceReuse","tests","MCSnapshotTest","Tests-Monticello"
"setUp","running","MCSnapshotTest","Tests-Monticello"
"testCreation","tests","MCSnapshotTest","Tests-Monticello"
"sortKeyFor:","building","MCSortingTest","Tests-Monticello"
"methodNamed:class:meta:","building","MCSortingTest","Tests-Monticello"
"sortDefinitions:","actions","MCSortingTest","Tests-Monticello"
"classNamed:","building","MCSortingTest","Tests-Monticello"
"testSortOrder","tests","MCSortingTest","Tests-Monticello"
"testConsistentSorting","tests","MCSortingTest","Tests-Monticello"
"asCreationTemplate","as yet unclassified","MCSqueaksourceRepository","Monticello-Repositories"
"includesVersionNamed:","interface","MCSqueaksourceRepository","Monticello-Repositories"
"includesFileNamed:","interface","MCSqueaksourceRepository","Monticello-Repositories"
"typeOfSubclass:","as yet unclassified","MCStReader","Monticello-Storing"
"commentStampFor:","as yet unclassified","MCStReader","Monticello-Storing"
"addDefinitionsFromDoit:","as yet unclassified","MCStReader","Monticello-Storing"
"classDefinitionFrom:","as yet unclassified","MCStReader","Monticello-Storing"
"classInstVarNamesFor:","as yet unclassified","MCStReader","Monticello-Storing"
"categoryFromDoIt:","as yet unclassified","MCStReader","Monticello-Storing"
"methodDefinitionsFor:","as yet unclassified","MCStReader","Monticello-Storing"
"loadDefinitions","evaluating","MCStReader","Monticello-Storing"
"readStream","evaluating","MCStReader","Monticello-Storing"
"commentFor:","as yet unclassified","MCStReader","Monticello-Storing"
"systemOrganizationFromRecords:","as yet unclassified","MCStReader","Monticello-Storing"
"methodWithStyle","util","MCStReaderTest","Tests-Monticello"
"testMethodWithStyle","tests","MCStReaderTest","Tests-Monticello"
"testCommentWithoutStyle","tests","MCStReaderTest","Tests-Monticello"
"commentWithoutStyle","util","MCStReaderTest","Tests-Monticello"
"commentWithStyle","util","MCStReaderTest","Tests-Monticello"
"testCommentWithStyle","tests","MCStReaderTest","Tests-Monticello"
"writeSnapshot:","writing","MCStWriter","Monticello-Storing"
"visitClassDefinition:","visiting","MCStWriter","Monticello-Storing"
"writeDefinitions:","writing","MCStWriter","Monticello-Storing"
"visitMethodDefinition:","visiting","MCStWriter","Monticello-Storing"
"writeMetaclassDefinition:","writing","MCStWriter","Monticello-Storing"
"writeMethodPreamble:","writing","MCStWriter","Monticello-Storing"
"writeClassComment:","writing","MCStWriter","Monticello-Storing"
"visitMetaclassDefinition:","visiting","MCStWriter","Monticello-Storing"
"visitOrganizationDefinition:","visiting","MCStWriter","Monticello-Storing"
"writeMethodPostscript","writing","MCStWriter","Monticello-Storing"
"writeScriptDefinition:","writing","MCStWriter","Monticello-Storing"
"writeMethodSource:","writing","MCStWriter","Monticello-Storing"
"writeCategory:","writing","MCStWriter","Monticello-Storing"
"writeClassDefinition:","writing","MCStWriter","Monticello-Storing"
"visitTraitDefinition:","visiting","MCStWriter","Monticello-Storing"
"visitScriptDefinition:","visiting","MCStWriter","Monticello-Storing"
"chunkContents:","writing","MCStWriter","Monticello-Storing"
"writeMethodInitializer:","writing","MCStWriter","Monticello-Storing"
"visitClassTraitDefinition:","visiting","MCStWriter","Monticello-Storing"
"testClassDefinitionB","testing","MCStWriterTest","Tests-Monticello"
"expectedClassDefinitionA","data","MCStWriterTest","Tests-Monticello"
"assertMethodChunkIsWellFormed:","asserting","MCStWriterTest","Tests-Monticello"
"assertAllChunksAreWellFormed","asserting","MCStWriterTest","Tests-Monticello"
"methodWithBangs","testing","MCStWriterTest","Tests-Monticello"
"testMethodDefinition","testing","MCStWriterTest","Tests-Monticello"
"expectedClassDefinitionB","data","MCStWriterTest","Tests-Monticello"
"testClassMethodDefinition","testing","MCStWriterTest","Tests-Monticello"
"setUp","testing","MCStWriterTest","Tests-Monticello"
"assertChunkIsWellFormed:","asserting","MCStWriterTest","Tests-Monticello"
"assertContentsOf:match:","asserting","MCStWriterTest","Tests-Monticello"
"expectedMethodDefinitionWithBangs","data","MCStWriterTest","Tests-Monticello"
"expectedOrganizationDefinition","data","MCStWriterTest","Tests-Monticello"
"testInitializerDefinition","testing","MCStWriterTest","Tests-Monticello"
"expectedInitializerASubclass","testing","MCStWriterTest","Tests-Monticello"
"expectedInitializerA","testing","MCStWriterTest","Tests-Monticello"
"testMethodDefinitionWithBangs","testing","MCStWriterTest","Tests-Monticello"
"testClassDefinitionA","testing","MCStWriterTest","Tests-Monticello"
"testOrganizationDefinition","testing","MCStWriterTest","Tests-Monticello"
"expectedClassMethodDefinition","data","MCStWriterTest","Tests-Monticello"
"expectedMethodDefinition","data","MCStWriterTest","Tests-Monticello"
"loadAllFileNames","as yet unclassified","MCSubDirectoryRepository","Monticello-Repositories"
"description","user interface","MCSubDirectoryRepository","Monticello-Repositories"
"writeStreamForFileNamed:replace:do:","as yet unclassified","MCSubDirectoryRepository","Monticello-Repositories"
"readStreamForFileNamed:do:","as yet unclassified","MCSubDirectoryRepository","Monticello-Repositories"
"allDirectories","enumeration","MCSubDirectoryRepository","Monticello-Repositories"
"splitNameVersionExtensionFor:","as yet unclassified","MCSubDirectoryRepository","Monticello-Repositories"
"findFullNameForWriting:","as yet unclassified","MCSubDirectoryRepository","Monticello-Repositories"
"findFullNameForReading:","as yet unclassified","MCSubDirectoryRepository","Monticello-Repositories"
"testIssue7368","tests","MCSubDirectoryRepositoryTest","Tests-Monticello"
"category","accessing","MCSystemCategoryParser","Monticello-Chunk Format"
"addDefinitionsTo:","actions","MCSystemCategoryParser","Monticello-Chunk Format"
"commentStampForClass:","mocks","MCTestCase","Tests-Monticello"
"mockExtensionMethodCategory","mocks","MCTestCase","Tests-Monticello"
"mockPackage","mocks","MCTestCase","Tests-Monticello"
"mockDependencies","mocks","MCTestCase","Tests-Monticello"
"mockToken:","mocks","MCTestCase","Tests-Monticello"
"runCase","running","MCTestCase","Tests-Monticello"
"compileClass:source:category:","compiling","MCTestCase","Tests-Monticello"
"mockMethod:class:source:meta:","mocks","MCTestCase","Tests-Monticello"
"mockClassA","mocks","MCTestCase","Tests-Monticello"
"mockVersion","mocks","MCTestCase","Tests-Monticello"
"mockVersionWithDependencies","mocks","MCTestCase","Tests-Monticello"
"mockVersionInfo","mocks","MCTestCase","Tests-Monticello"
"commentForClass:","mocks","MCTestCase","Tests-Monticello"
"mockVersionWithAncestor:","mocks","MCTestCase","Tests-Monticello"
"mockVersionInfo:","mocks","MCTestCase","Tests-Monticello"
"mockOverrideMethodCategory","mocks","MCTestCase","Tests-Monticello"
"restoreMocks","compiling","MCTestCase","Tests-Monticello"
"mockInstanceA","mocks","MCTestCase","Tests-Monticello"
"mockMessageString","mocks","MCTestCase","Tests-Monticello"
"mockCategoryName","mocks","MCTestCase","Tests-Monticello"
"assertVersion:matches:","asserting","MCTestCase","Tests-Monticello"
"mockClass:super:","mocks","MCTestCase","Tests-Monticello"
"assertSnapshot:matches:","asserting","MCTestCase","Tests-Monticello"
